"session_id";"customer_id";"session_date";"session_start_time";"traffic_source";"landing_page";"pages_viewed";"session_duration_seconds";"device";"browser";"converted";"conversion_value";"campaign_id";"is_bounce"
100121;4776;"2024-01-07";"11:13:09";"Referral";"Electronics";4;1492;"Mobile";"Safari";1;175.93;0;1
100122;0;"2024-10-29";"";"Email";"Home";8;385;"Desktop";"";0;0.0;0;1
100123;0;"2023-01-19";"18:23:39";"Paid_search";"Home";13;0;"Desktop";"Edge";0;0.0;0;1
100124;2692;"2024-10-16";"04:59:14";"Direct";"";8;201;"Mobile";"Edge";0;0.0;0;1
100125;3314;"2024-10-15";"20:38:00";"Paid_search";"Products";9;124;"";"";0;0.0;0;0
100126;0;"2023-09-24";"13:32:23";"Paid_search";"";7;303;"Tablet";"Chrome";0;0.0;0;0
100127;0;"2023-10-14";"12:37:43";"Organic_search";"Electronics";8;680;"Mobile";"Chrome";0;0.0;0;0
100128;0;"2023-04-19";"09:47:26";"Organic_search";"";8;1314;"Mobile";"";0;0.0;0;0
100129;3504;"2023-07-07";"06:47:58";"Direct";"Electronics";10;594;"Desktop";"Edge";0;0.0;0;0
100130;0;"2023-06-19";"07:45:52";"Paid_search";"Products";8;233;"Tablet";"Safari";0;0.0;0;0
100131;0;"2023-08-05";"03:46:39";"Paid_search";"";7;841;"";"Safari";0;0.0;0;0
100132;0;"2023-11-06";"18:39:42";"Email";"Electronics";4;1578;"Tablet";"Safari";0;0.0;1006;0
100133;576;"2023-07-31";"08:05:42";"Email";"Home";6;1733;"";"Edge";0;0.0;0;1
100134;0;"2024-01-23";"08:51:45";"Referral";"Home";1;227;"Tablet";"Edge";0;0.0;0;0
100135;0;"2023-11-08";"01:29:47";"Organic_search";"Electronics";8;1354;"";"Edge";0;0.0;0;0
100136;0;"2023-12-31";"21:48:47";"Paid_search";"Home";15;1350;"Tablet";"Edge";0;0.0;0;1
100137;0;"2024-10-25";"";"Email";"Electronics";1;1116;"Mobile";"Chrome";0;0.0;1026;0
100138;0;"2024-02-18";"13:50:36";"Social";"Home";9;1796;"Desktop";"Chrome";0;0.0;0;0
100139;0;"2023-03-08";"23:56:56";"Referral";"";4;40;"Tablet";"Firefox";0;0.0;0;0
100140;0;"2024-06-08";"15:58:41";"Paid_search";"Home";5;1010;"";"Safari";0;0.0;0;1
100141;4893;"2023-03-17";"02:05:10";"Email";"Sale";7;1247;"Desktop";"Chrome";0;0.0;0;0
100142;4918;"2023-06-22";"20:24:47";"Paid_search";"Electronics";14;654;"Mobile";"Safari";0;0.0;0;0
100143;3045;"2024-09-10";"01:44:30";"Social";"Products";1;1404;"Mobile";"Chrome";0;0.0;0;0
100144;3065;"2023-08-27";"08:06:46";"Organic_search";"Electronics";1;1112;"Desktop";"Firefox";0;0.0;0;0
100145;80;"2024-05-13";"06:15:11";"Direct";"Sale";4;590;"Tablet";"";0;0.0;0;1
100146;0;"2024-04-20";"06:39:59";"Paid_search";"Electronics";6;279;"Mobile";"";0;0.0;0;1
100147;0;"2024-02-06";"18:26:05";"Direct";"Products";1;1444;"Tablet";"Chrome";0;0.0;0;1
100148;0;"2023-01-27";"19:01:03";"Paid_search";"Home";6;570;"Mobile";"Safari";0;0.0;0;0
100149;0;"2023-04-15";"19:08:32";"Email";"Home";7;812;"Mobile";"Chrome";0;0.0;0;1
100150;3231;"2024-05-15";"06:46:31";"Organic_search";"Sale";7;0;"Desktop";"";0;0.0;0;1
100151;0;"2024-02-12";"";"Organic_search";"";0;518;"Mobile";"Chrome";0;0.0;0;0
100152;4973;"2023-04-29";"12:51:47";"Direct";"Home";4;405;"Mobile";"Chrome";0;0.0;0;1
100153;0;"2023-12-15";"01:24:14";"Social";"Products";2;1090;"Desktop";"";0;0.0;0;0
100154;0;"2023-01-02";"08:18:07";"Social";"Sale";11;1576;"";"Firefox";0;0.0;0;0
100155;0;"2023-04-25";"03:53:51";"Organic_search";"Sale";11;505;"Tablet";"Safari";0;0.0;0;0
100156;0;"2023-08-11";"21:06:54";"Email";"Home";11;622;"Tablet";"Chrome";1;398.22;1039;0
100157;0;"2024-01-12";"06:14:33";"Social";"";15;1759;"";"Edge";0;0.0;0;1
100158;0;"2024-02-27";"21:35:46";"Paid_search";"Sale";2;45;"Desktop";"Edge";0;0.0;0;0
100159;0;"2024-01-25";"23:26:06";"Organic_search";"Electronics";10;806;"Desktop";"Safari";0;0.0;0;1
100160;403;"2024-10-01";"08:57:21";"Paid_search";"";4;318;"Tablet";"Chrome";0;0.0;0;0
100161;52;"2023-07-15";"22:57:27";"Email";"Electronics";0;689;"Mobile";"Chrome";0;0.0;0;1
100162;0;"2023-04-12";"13:08:11";"Organic_search";"Home";13;1161;"Desktop";"Chrome";0;0.0;0;1
100163;1925;"2023-10-05";"23:53:43";"Paid_search";"Sale";7;1675;"Desktop";"Chrome";1;458.11;0;0
100164;0;"2023-12-29";"09:45:48";"Email";"";7;1277;"Tablet";"Firefox";0;0.0;0;0
100165;0;"2024-08-14";"";"Referral";"";12;848;"Desktop";"Edge";0;0.0;0;1
100166;0;"2024-03-17";"04:34:52";"Organic_search";"Products";9;40;"Tablet";"Chrome";0;0.0;0;0
100167;0;"2023-02-27";"";"Email";"Products";12;62;"";"Chrome";0;0.0;0;1
100168;4067;"2023-01-03";"05:44:15";"Organic_search";"Home";10;646;"Mobile";"Edge";0;0.0;0;0
100169;4169;"2023-04-06";"07:52:35";"Social";"Home";10;1407;"Mobile";"Firefox";0;0.0;0;0
100170;211;"2024-08-20";"";"Organic_search";"Products";8;576;"Desktop";"Firefox";0;0.0;0;0
100171;3926;"2023-09-22";"";"Paid_search";"Sale";2;129;"Desktop";"Chrome";0;0.0;0;0
100172;0;"2023-01-05";"16:31:55";"Email";"Products";2;0;"Mobile";"Edge";0;0.0;1040;0
100173;0;"2023-02-26";"21:41:33";"Email";"Sale";4;916;"Desktop";"Firefox";0;0.0;1000;0
100174;3824;"2023-08-22";"15:28:20";"Organic_search";"Electronics";1;1583;"";"";0;0.0;0;0
100175;0;"2024-03-19";"19:44:45";"Direct";"Products";8;1642;"Desktop";"Chrome";0;0.0;0;0
100176;39;"2024-07-30";"";"Direct";"Products";5;900;"Mobile";"Chrome";0;0.0;0;0
100177;2733;"2023-09-20";"19:03:29";"Email";"Products";6;314;"Tablet";"Edge";0;0.0;0;1
100178;0;"2024-11-23";"11:42:36";"Paid_search";"";11;1630;"";"Edge";0;0.0;0;0
100179;1645;"2024-10-06";"17:11:37";"Direct";"Products";5;1449;"Mobile";"Firefox";0;0.0;0;0
100180;0;"2024-04-29";"07:55:46";"Organic_search";"Home";2;1451;"";"Chrome";0;0.0;0;1
100181;0;"2024-09-24";"";"Direct";"Products";8;1213;"Mobile";"Chrome";0;0.0;0;0
100182;261;"2024-08-06";"12:50:00";"Email";"Electronics";1;882;"";"";0;0.0;1028;1
100183;1373;"2023-07-31";"06:51:40";"Referral";"Home";10;88;"Tablet";"Safari";0;0.0;0;0
100184;0;"2024-06-09";"";"Social";"Electronics";3;697;"Mobile";"Safari";0;0.0;0;1
100185;0;"2024-01-17";"16:28:18";"Referral";"";9;1381;"Desktop";"Safari";0;0.0;0;0
100186;0;"2024-12-09";"04:12:30";"Social";"Home";1;173;"Desktop";"";0;0.0;0;0
100187;0;"2023-04-30";"04:56:05";"Organic_search";"";13;217;"Desktop";"";0;0.0;0;1
100188;0;"2023-08-25";"07:16:39";"Referral";"Sale";15;1572;"Mobile";"Safari";0;0.0;0;0
100189;0;"2023-08-20";"09:35:15";"Organic_search";"Sale";5;757;"Desktop";"";0;0.0;0;1
100190;2188;"2023-12-20";"01:53:41";"Organic_search";"Sale";9;658;"Desktop";"Chrome";0;0.0;0;1
100191;0;"2023-10-05";"20:45:18";"Social";"Electronics";4;1395;"";"Firefox";0;0.0;0;1
100192;3972;"2023-12-25";"17:21:18";"Social";"Products";10;916;"";"Firefox";0;0.0;0;0
100193;1118;"2024-06-15";"17:43:31";"Referral";"Home";15;88;"Desktop";"Chrome";0;0.0;0;0
100194;600;"2023-06-28";"00:40:56";"Organic_search";"Sale";11;902;"Tablet";"Edge";0;0.0;0;0
100195;0;"2023-10-09";"15:44:54";"Social";"Products";1;943;"Tablet";"Chrome";0;0.0;0;1
100196;0;"2023-01-16";"18:05:12";"Social";"Home";13;1144;"Tablet";"Chrome";0;0.0;0;1
100197;0;"2023-05-10";"21:03:56";"Email";"Home";4;762;"Desktop";"Chrome";0;0.0;1023;0
100198;0;"2024-01-20";"03:22:30";"Organic_search";"Home";5;296;"Desktop";"Chrome";0;0.0;0;1
100199;0;"2023-02-17";"04:27:30";"Organic_search";"";9;769;"Desktop";"Firefox";0;0.0;0;0
100200;0;"2023-06-28";"";"Organic_search";"";2;994;"Mobile";"";0;0.0;0;0
100201;0;"2023-03-09";"06:02:31";"Referral";"";6;119;"Mobile";"Chrome";0;0.0;0;0
100202;1363;"2024-02-17";"17:43:53";"Paid_search";"Electronics";9;809;"Mobile";"";0;0.0;0;1
100203;2572;"2023-04-11";"15:36:58";"Social";"";15;525;"";"Chrome";0;0.0;0;0
100204;4560;"2024-04-20";"02:35:24";"Referral";"Products";8;0;"";"Firefox";0;0.0;0;1
100205;0;"2024-03-16";"16:16:36";"Organic_search";"Products";10;254;"Desktop";"Chrome";0;0.0;0;0
100206;0;"2024-01-02";"12:57:32";"Direct";"Sale";11;1783;"Desktop";"Firefox";0;0.0;0;1
100207;0;"2023-02-04";"16:41:58";"Organic_search";"Electronics";4;1751;"";"Chrome";0;0.0;0;0
100208;0;"2023-10-07";"10:52:22";"Direct";"Sale";4;1443;"Desktop";"Chrome";0;0.0;0;1
100209;0;"2023-07-09";"16:54:14";"Email";"Sale";11;719;"Tablet";"Safari";0;0.0;0;0
100210;2159;"2024-10-07";"08:02:37";"Referral";"Home";8;1175;"Mobile";"Edge";0;0.0;0;0
100211;4360;"2024-10-03";"18:11:45";"Organic_search";"Electronics";8;1688;"Mobile";"Firefox";0;0.0;0;0
100212;4948;"2024-10-17";"07:34:52";"Organic_search";"Sale";10;1731;"Desktop";"";0;0.0;0;1
100213;0;"2024-05-05";"05:24:56";"Social";"Electronics";10;0;"Mobile";"Safari";0;0.0;0;1
100214;0;"2024-05-26";"10:27:00";"Organic_search";"Electronics";3;1487;"";"Safari";0;0.0;0;0
100215;2151;"2024-11-09";"03:25:14";"Paid_search";"Products";9;640;"";"Edge";1;413.89;0;0
100216;0;"2023-09-20";"00:35:04";"Organic_search";"Home";1;1766;"Tablet";"";0;0.0;0;1
100217;1336;"2023-11-09";"";"Social";"Home";3;469;"Tablet";"Chrome";0;0.0;0;0
100218;181;"2023-10-29";"08:30:24";"Organic_search";"Sale";10;1380;"Desktop";"";0;0.0;0;0
100219;1224;"2023-10-05";"17:43:06";"Email";"";15;1628;"Desktop";"Firefox";0;0.0;0;0
100220;0;"2024-10-22";"08:17:56";"Organic_search";"Products";12;830;"Mobile";"Firefox";0;0.0;0;0
100221;3857;"2024-04-10";"15:46:43";"Paid_search";"Electronics";10;1767;"Desktop";"Safari";0;0.0;0;0
100222;0;"2024-12-06";"14:47:56";"Email";"";8;198;"Mobile";"Chrome";0;0.0;0;1
100223;3296;"2023-12-27";"03:57:45";"Organic_search";"Sale";0;647;"Tablet";"Chrome";0;0.0;0;1
100224;4026;"2023-11-20";"10:36:28";"Organic_search";"Products";6;1377;"Mobile";"Firefox";0;0.0;0;1
100225;0;"2024-07-02";"14:14:48";"Email";"Products";9;0;"Desktop";"Chrome";0;0.0;0;1
100226;0;"2024-09-16";"19:30:00";"Paid_search";"Products";14;136;"Mobile";"Edge";0;0.0;0;0
100227;0;"2024-02-19";"19:31:45";"Direct";"Home";11;1450;"";"Chrome";0;0.0;0;0
100228;0;"2024-07-02";"09:13:49";"Email";"Products";13;1030;"Mobile";"Chrome";0;0.0;1032;0
100229;0;"2023-05-09";"02:29:21";"Paid_search";"Electronics";2;129;"Mobile";"Edge";0;0.0;0;0
100230;0;"2023-07-18";"04:17:15";"Social";"Home";7;1548;"Desktop";"";0;0.0;0;0
100231;4637;"2024-02-26";"10:00:11";"Organic_search";"Products";6;652;"Desktop";"Edge";0;0.0;0;1
100232;0;"2023-02-11";"09:25:58";"Social";"Electronics";6;1494;"";"Edge";0;0.0;0;0
100233;3623;"2023-03-28";"02:20:51";"Organic_search";"Sale";8;1793;"";"Firefox";0;0.0;0;0
100234;4932;"2024-10-22";"03:16:15";"Paid_search";"Sale";15;0;"Tablet";"";1;315.64;0;0
100235;232;"2024-10-11";"15:29:05";"Email";"Electronics";2;1064;"Desktop";"Safari";0;0.0;1029;0
100236;0;"2023-03-23";"11:24:13";"Social";"";12;1549;"Desktop";"Edge";0;0.0;0;1
100237;0;"2024-02-13";"";"Social";"Products";11;1007;"";"Firefox";0;0.0;0;0
100238;732;"2023-01-06";"16:18:00";"Email";"Home";4;1175;"";"Safari";0;0.0;1046;1
100239;0;"2023-09-25";"03:37:53";"Organic_search";"Products";3;245;"Mobile";"Chrome";0;0.0;0;1
100240;0;"2023-03-04";"05:39:32";"Referral";"Sale";4;1407;"Desktop";"Firefox";0;0.0;0;1
100241;0;"2024-12-13";"10:40:24";"Organic_search";"Home";4;1613;"";"Chrome";0;0.0;0;1
100242;3589;"2024-12-07";"05:50:45";"Paid_search";"Sale";13;0;"Desktop";"Edge";0;0.0;0;0
100243;0;"2023-04-01";"21:55:39";"Direct";"";5;1432;"Desktop";"Firefox";0;0.0;0;0
100244;595;"2024-12-16";"22:32:54";"Social";"Sale";9;1530;"Mobile";"Chrome";0;0.0;0;1
100245;0;"2024-10-01";"09:32:16";"Paid_search";"Electronics";5;1052;"Desktop";"";0;0.0;0;1
100246;2464;"2023-07-20";"05:36:49";"Social";"Sale";9;168;"Mobile";"Firefox";0;0.0;0;0
100247;0;"2024-09-18";"";"Direct";"Sale";4;46;"Mobile";"Chrome";0;0.0;0;0
100248;2442;"2023-08-15";"03:51:38";"Paid_search";"Electronics";3;1198;"";"Chrome";0;0.0;0;1
100249;1861;"2024-07-11";"07:11:10";"Paid_search";"Electronics";8;214;"Mobile";"Safari";0;0.0;0;0
100250;0;"2023-04-13";"10:58:37";"Organic_search";"Products";15;1612;"Mobile";"Safari";0;0.0;0;1
100251;0;"2023-01-30";"04:08:58";"Referral";"Sale";5;116;"";"Chrome";0;0.0;0;0
100252;0;"2024-12-11";"12:53:26";"Social";"";2;1543;"Desktop";"Edge";0;0.0;0;0
100253;0;"2024-08-21";"";"Email";"";11;1517;"Mobile";"Safari";0;0.0;0;0
