"transaction_id";"customer_id";"transaction_date";"revenue";"quantity";"product_category";"discount_applied";"payment_method";"order_status";"source_channel";"campaign_id"
10046;4667;"2023-07-22";321.14;3;"Home & garden";0.3;"Paypal";"Completed";"";0
10047;1385;"2024-10-04";113.78;8;"Electronics";0.0;"Credit card";"Completed";"Email";0
10049;4615;"2024-07-18";41.34;1;"Home & garden";0.26;"Paypal";"Completed";"Email";1036
10051;2790;"2023-01-07";260.54;10;"Clothing";0.0;"Credit card";"Refunded";"Email";0
10052;1876;"2023-05-07";313.04;8;"";0.0;"Debit";"Pending";"Email";1025
10054;818;"2023-02-01";471.25;10;"";0.1;"Credit card";"Refunded";"Email";1039
10056;2194;"2024-06-03";101.98;1;"Home & garden";0.0;"Paypal";"Refunded";"Email";1031
10057;2125;"2023-11-01";170.62;3;"";0.24;"Credit card";"Completed";"Direct";1000
10058;3654;"2024-12-17";151.3;5;"Home & garden";0.18;"Paypal";"Refunded";"";0
10059;2450;"2023-11-22";196.39;8;"Electronics";0.16;"";"Cancelled";"Social";0
10060;3948;"2024-08-16";460.33;7;"Electronics";0.09;"Paypal";"Completed";"Organic";0
10061;241;"2023-06-23";414.29;5;"Clothing";0.0;"Paypal";"Pending";"Social";1029
10062;790;"2023-03-29";116.73;9;"Electronics";0.19;"Credit card";"Completed";"Email";1017
10064;4918;"2024-10-29";267.65;0;"Clothing";0.28;"Debit";"Refunded";"Social";0
10066;3710;"2023-02-11";433.14;5;"Home & garden";0.15;"";"Completed";"Social";0
10067;2640;"2024-08-05";223.73;6;"Clothing";0.03;"Paypal";"Refunded";"Direct";0
10071;4629;"2024-04-30";441.56;1;"Clothing";0.01;"Credit card";"Completed";"Social";1002
10072;3372;"2024-09-05";174.11;9;"Clothing";0.05;"Paypal";"Pending";"Organic";0
10073;2258;"2023-04-30";171.36;9;"Home & garden";0.03;"Paypal";"Completed";"Email";1023
10074;240;"2023-08-08";165.39;9;"Electronics";0.2;"Paypal";"Completed";"Organic";0
10075;1432;"2024-04-09";70.52;6;"Clothing";0.06;"Paypal";"Completed";"Paid_search";1009
10077;2619;"2023-11-09";474.79;1;"Electronics";0.0;"";"Completed";"Paid_search";0
10079;957;"2024-07-06";397.39;6;"Electronics";0.15;"Credit card";"Refunded";"Direct";1007
10081;945;"2024-08-16";108.52;10;"Electronics";0.0;"Credit card";"Pending";"Email";0
10086;3268;"2024-06-14";289.9;10;"Electronics";0.05;"";"Completed";"Direct";0
10088;3619;"2023-10-19";437.24;7;"Home & garden";0.06;"Debit";"Completed";"Organic";1034
10092;2350;"2023-05-25";459.71;5;"Home & garden";0.0;"Credit card";"Completed";"Email";1012
10095;2300;"2023-12-09";352.16;9;"Home & garden";0.16;"Credit card";"Cancelled";"Organic";0
10097;2630;"2024-07-03";65.76;2;"";0.17;"Paypal";"Refunded";"Paid_search";1038
10098;1458;"2024-04-29";245.95;1;"";0.15;"Credit card";"Pending";"Organic";0
10101;3291;"2023-07-18";168.39;10;"Electronics";0.16;"Paypal";"Refunded";"Email";0
10102;659;"2024-03-07";374.56;3;"";0.28;"Credit card";"Completed";"";0
10104;2269;"2023-09-03";350.52;8;"";0.17;"";"Completed";"";0
10105;4828;"2024-12-29";176.3;10;"Electronics";0.09;"";"Completed";"Organic";1028
10110;4532;"2024-02-27";167.18;1;"";0.09;"Paypal";"Completed";"Paid_search";0
10111;482;"2023-09-05";269.73;1;"Electronics";0.16;"";"Pending";"Paid_search";0
10113;3561;"2024-04-19";307.33;9;"Electronics";0.0;"Credit card";"Pending";"";0
10114;3897;"2024-03-10";117.21;2;"Home & garden";0.27;"";"Completed";"Organic";0
10115;2317;"2024-12-08";395.06;3;"Electronics";0.0;"";"Completed";"Email";1034
10117;2829;"2024-08-29";55.33;3;"Electronics";0.14;"Credit card";"Refunded";"Paid_search";0
10118;233;"2024-06-26";235.62;6;"Clothing";0.23;"Debit";"Cancelled";"Email";0
10120;1407;"2023-09-09";201.78;1;"Clothing";0.0;"Credit card";"Pending";"Email";0
10122;4569;"2024-10-15";160.81;3;"Home & garden";0.0;"";"Completed";"";0
10125;724;"2024-12-09";286.34;2;"Electronics";0.0;"Debit";"Completed";"Email";0
10127;3174;"2023-11-04";449.0;2;"Electronics";0.0;"Debit";"Cancelled";"Paid_search";0
10128;1445;"2023-06-13";274.4;5;"Electronics";0.0;"";"Pending";"";0
10130;2989;"2023-03-09";428.36;1;"Electronics";0.06;"Paypal";"Completed";"Organic";1014
10132;1287;"2024-01-12";378.11;3;"Electronics";0.19;"Credit card";"Refunded";"Email";0
10135;2755;"2024-08-03";217.89;8;"";0.28;"Credit card";"Completed";"Email";1019
10136;3661;"2024-10-13";434.52;6;"";0.24;"Debit";"Completed";"Paid_search";0
10137;2024;"2023-08-29";199.76;7;"Electronics";0.18;"Paypal";"Refunded";"Email";1022
10138;3764;"2024-04-09";199.41;8;"Clothing";0.06;"Paypal";"Refunded";"";0
10139;1861;"2024-08-10";462.5;8;"";0.3;"";"Cancelled";"Email";0
10140;2823;"2023-06-07";224.11;5;"Clothing";0.09;"Paypal";"Completed";"Paid_search";1039
10141;2854;"2023-12-28";184.24;10;"Clothing";0.0;"";"Completed";"Email";1013
10144;910;"2024-04-14";151.03;6;"Electronics";0.0;"Credit card";"Completed";"Direct";0
10145;1286;"2023-11-10";375.21;5;"Clothing";0.15;"Credit card";"Completed";"Email";1002
10146;2619;"2023-05-26";338.37;4;"";0.11;"";"Refunded";"Social";0
10147;2733;"2023-06-24";456.47;6;"Electronics";0.01;"Debit";"Cancelled";"";0
10148;4999;"2024-08-04";204.63;2;"Home & garden";0.1;"Debit";"Pending";"Email";0
10149;1579;"2023-10-15";55.88;5;"Clothing";0.0;"Paypal";"Completed";"Social";1022
10151;1262;"2024-07-12";51.64;7;"Electronics";0.15;"Debit";"Completed";"Email";0
10153;69;"2024-07-07";0.0;1;"Electronics";0.0;"Paypal";"Refunded";"";0
10155;150;"2023-10-24";151.25;1;"Home & garden";0.0;"Credit card";"Pending";"Paid_search";0
10156;2482;"2024-02-08";141.77;9;"Home & garden";0.0;"Credit card";"Completed";"Email";0
10157;4235;"2024-07-25";394.08;6;"Home & garden";0.0;"";"Pending";"";0
10161;1011;"2024-06-17";105.73;8;"Clothing";0.0;"Paypal";"Completed";"Direct";0
10164;4919;"2024-03-12";422.04;3;"Clothing";0.22;"Credit card";"Refunded";"Email";1018
10167;2919;"2023-07-23";193.15;5;"Home & garden";0.0;"Credit card";"Pending";"";1004
10171;4036;"2024-04-13";158.83;2;"";0.01;"Credit card";"Cancelled";"Direct";0
10172;3177;"2024-10-31";202.11;9;"";0.26;"Paypal";"Refunded";"Email";0
10173;810;"2024-09-18";119.43;5;"Electronics";0.19;"Credit card";"Refunded";"Email";0
10175;4953;"2023-10-07";264.18;10;"";0.0;"Debit";"Refunded";"Social";0
10176;3692;"2024-05-13";0.0;2;"Home & garden";0.0;"Credit card";"Cancelled";"";0
10177;3008;"2024-02-03";348.55;9;"Electronics";0.12;"Credit card";"Cancelled";"Direct";0
10178;4572;"2023-11-10";137.99;0;"";0.06;"Credit card";"Cancelled";"Organic";0
10180;644;"2023-03-20";434.2;8;"Electronics";0.06;"Paypal";"Completed";"";0
10181;2748;"2024-02-08";183.35;3;"Clothing";0.0;"Credit card";"Completed";"Social";1007
10184;2665;"2023-07-12";458.53;5;"Clothing";0.22;"Paypal";"Completed";"Paid_search";0
10185;1556;"2024-05-17";235.07;4;"Clothing";0.05;"Credit card";"Completed";"Direct";1046
10186;4293;"2024-03-28";106.4;1;"";0.2;"Credit card";"Cancelled";"Organic";0
10187;4382;"2023-10-13";452.4;9;"";0.0;"Paypal";"Completed";"Email";0
10189;4415;"2024-08-20";255.29;8;"Electronics";0.21;"Debit";"Completed";"Organic";1014
10191;472;"2024-03-25";247.8;4;"Clothing";0.06;"Credit card";"Cancelled";"";1034
10195;4164;"2023-10-19";301.98;10;"Clothing";0.1;"Debit";"Completed";"Email";0
10196;525;"2024-08-09";344.87;1;"Clothing";0.15;"Paypal";"Completed";"Organic";1042
10197;1393;"2024-01-06";488.84;3;"Clothing";0.02;"Credit card";"Completed";"Organic";0
10202;2298;"2023-03-12";422.17;10;"Home & garden";0.0;"";"Cancelled";"";0
10203;2739;"2023-07-20";325.03;5;"Electronics";0.28;"Debit";"Cancelled";"";1017
10204;1193;"2023-01-13";269.0;6;"Clothing";0.15;"Debit";"Completed";"Organic";1020
10205;2858;"2024-03-04";140.34;6;"Electronics";0.15;"Debit";"Completed";"Direct";1001
10208;2807;"2024-08-13";226.26;9;"Clothing";0.19;"Credit card";"Completed";"Paid_search";0
10209;315;"2024-01-30";198.94;3;"Electronics";0.0;"Credit card";"Pending";"Email";0
10210;4082;"2024-01-12";111.86;3;"";0.0;"Paypal";"Completed";"Social";1003
10211;338;"2024-10-24";80.28;7;"Electronics";0.17;"Credit card";"Completed";"Email";0
10212;1267;"2023-03-17";63.95;2;"Clothing";0.2;"Credit card";"Completed";"Direct";1036
10213;960;"2024-04-08";113.1;5;"Electronics";0.25;"Paypal";"Refunded";"Direct";1044
10216;2582;"2023-12-18";446.18;6;"Electronics";0.17;"Paypal";"Completed";"Email";0
10220;71;"2023-06-08";387.66;2;"Electronics";0.24;"Debit";"Completed";"Paid_search";1037
10221;916;"2024-03-17";364.2;2;"Home & garden";0.17;"Debit";"Refunded";"";0
10222;2720;"2023-12-16";137.88;3;"Electronics";0.12;"";"Completed";"Direct";1000
10224;2363;"2024-12-17";480.65;4;"Clothing";0.0;"Debit";"Cancelled";"Social";0
10226;3804;"2023-10-09";305.51;8;"Clothing";0.17;"Credit card";"Cancelled";"Email";0
10227;1971;"2023-12-30";43.05;6;"Electronics";0.0;"";"Completed";"Email";0
10228;4557;"2023-03-07";73.78;1;"Clothing";0.0;"Debit";"Cancelled";"Organic";0
10229;4293;"2024-02-02";412.77;9;"Clothing";0.1;"Credit card";"Completed";"Direct";0
10230;3926;"2024-09-13";431.55;8;"Clothing";0.24;"Credit card";"Pending";"Organic";0
10233;2531;"2023-06-06";99.6;2;"";0.07;"Paypal";"Completed";"Email";0
10234;3721;"2024-07-28";393.2;8;"Electronics";0.0;"";"Completed";"Organic";0
10235;3273;"2023-08-13";317.66;6;"Home & garden";0.19;"Debit";"Completed";"";0
10236;1925;"2024-09-25";392.05;8;"Home & garden";0.17;"Paypal";"Pending";"Organic";1007
10237;2116;"2024-09-16";353.67;8;"Home & garden";0.13;"Paypal";"Cancelled";"Paid_search";0
10239;2240;"2023-04-10";220.41;6;"Clothing";0.18;"Credit card";"Refunded";"Email";0
10240;3777;"2023-09-13";161.57;9;"Home & garden";0.16;"Credit card";"Pending";"Organic";0
10241;1029;"2023-05-23";380.33;3;"";0.0;"Credit card";"Completed";"Social";0
10242;2669;"2023-11-06";305.11;6;"Electronics";0.07;"Credit card";"Completed";"Direct";1023
10243;1251;"2023-09-06";118.95;10;"Clothing";0.27;"Credit card";"Refunded";"Social";0
10244;2363;"2024-09-24";95.91;10;"Electronics";0.06;"Debit";"Pending";"Email";0
10245;2551;"2023-08-16";282.29;8;"Electronics";0.11;"Paypal";"Refunded";"Organic";0
10246;2806;"2023-08-16";338.4;7;"Electronics";0.21;"Credit card";"Completed";"Email";0
10250;4394;"2024-01-22";25.17;0;"Electronics";0.19;"Paypal";"Completed";"Paid_search";0
10251;2599;"2023-06-10";140.0;8;"Clothing";0.19;"Paypal";"Completed";"Social";1026
10253;1421;"2024-05-11";369.05;1;"Home & garden";0.0;"";"Completed";"Social";1014
10254;4532;"2023-06-29";77.99;6;"";0.2;"Paypal";"Completed";"Organic";1046
10255;2854;"2024-03-13";452.83;9;"Clothing";0.28;"Debit";"Completed";"Organic";0
10256;1812;"2024-06-21";90.58;4;"Electronics";0.19;"Paypal";"Completed";"Social";1031
10258;1781;"2024-03-19";478.1;9;"Clothing";0.21;"";"Completed";"Social";0
10260;4992;"2024-03-10";99.91;1;"Electronics";0.28;"Paypal";"Completed";"Social";0
10261;2600;"2023-08-08";201.27;9;"Home & garden";0.21;"Debit";"Completed";"Email";0
10262;1169;"2023-12-11";267.15;4;"Electronics";0.18;"Credit card";"Refunded";"Paid_search";0
10263;611;"2023-08-19";125.03;5;"";0.04;"Credit card";"Completed";"Email";1023
10264;2685;"2024-08-27";382.68;10;"";0.21;"Paypal";"Pending";"Direct";0
10267;3112;"2024-07-21";217.04;7;"";0.0;"Credit card";"Completed";"Direct";1007
10273;1014;"2024-01-29";200.59;1;"Electronics";0.23;"Debit";"Completed";"Email";1009
10274;4108;"2023-11-08";481.62;6;"Electronics";0.19;"Credit card";"Pending";"Email";1028
10275;3091;"2024-03-22";166.48;9;"Clothing";0.11;"Paypal";"Completed";"";0
10277;3077;"2023-01-08";95.03;3;"Home & garden";0.0;"";"Completed";"Email";1020
10278;2418;"2024-03-17";205.01;7;"Electronics";0.14;"";"Refunded";"Social";0
10279;3175;"2023-04-18";118.24;10;"Home & garden";0.28;"Credit card";"Completed";"Email";0
10280;4040;"2023-09-24";241.7;9;"Electronics";0.0;"";"Cancelled";"Direct";1036
10283;2013;"2024-03-27";499.15;9;"Electronics";0.13;"Paypal";"Cancelled";"Social";1038
10284;4079;"2023-08-11";223.73;9;"Clothing";0.26;"Paypal";"Refunded";"Direct";0
10285;3132;"2024-01-28";401.41;7;"Electronics";0.1;"Paypal";"Pending";"Direct";1037
10287;2143;"2023-01-09";445.56;5;"Clothing";0.11;"Paypal";"Pending";"Social";0
10289;2583;"2023-08-27";377.05;3;"Clothing";0.0;"Debit";"Refunded";"Email";1042
10290;4055;"2024-02-03";497.9;4;"";0.2;"Paypal";"Refunded";"Direct";0
10292;984;"2024-12-02";132.52;6;"Electronics";0.17;"Credit card";"Refunded";"Social";0
10294;1327;"2023-07-25";174.97;0;"Electronics";0.08;"Credit card";"Refunded";"Social";0
10296;3311;"2024-02-03";240.58;9;"Clothing";0.04;"Paypal";"Pending";"Social";0
10298;1780;"2023-01-10";443.48;5;"Clothing";0.0;"Paypal";"Completed";"Email";0
10300;24;"2024-12-06";0.0;9;"";0.0;"Credit card";"Pending";"Email";0
10301;4701;"2023-02-14";153.0;2;"";0.29;"Credit card";"Completed";"Paid_search";1014
10302;2510;"2024-11-14";492.41;9;"Electronics";0.25;"Paypal";"Completed";"Direct";0
10303;3293;"2023-09-10";380.28;9;"";0.24;"Debit";"Pending";"Organic";0
10304;1836;"2024-12-07";324.7;1;"Clothing";0.01;"";"Completed";"Email";1015
10305;4226;"2023-12-15";121.04;7;"Electronics";0.21;"";"Pending";"Paid_search";0
10306;1183;"2023-02-22";352.79;1;"Clothing";0.26;"Paypal";"Completed";"Organic";0
10307;1199;"2023-06-16";262.75;8;"Electronics";0.0;"Paypal";"Pending";"Email";0
10312;1546;"2024-04-05";50.38;3;"Electronics";0.09;"Debit";"Pending";"Direct";1036
10313;3054;"2023-09-23";462.1;5;"";0.0;"Debit";"Completed";"Email";0
10314;2570;"2024-06-10";291.64;8;"";0.0;"Credit card";"Completed";"Paid_search";1008
10315;1611;"2024-02-21";157.21;4;"Clothing";0.21;"Paypal";"Refunded";"Email";0
10316;3873;"2023-12-15";285.99;3;"Clothing";0.22;"Debit";"Cancelled";"Email";1044
10317;2849;"2023-12-18";442.94;6;"Electronics";0.0;"Paypal";"Completed";"Email";1028
10318;1325;"2023-06-10";218.23;9;"";0.24;"Debit";"Cancelled";"Paid_search";1029
10324;184;"2023-11-10";377.83;10;"Home & garden";0.27;"Paypal";"Completed";"Email";0
10325;2431;"2023-01-03";148.26;4;"Electronics";0.27;"Paypal";"Pending";"Email";1020
10326;4490;"2023-06-16";305.15;9;"Electronics";0.2;"Debit";"Completed";"Organic";1017
10327;3444;"2024-05-19";0.0;9;"Clothing";0.29;"Credit card";"Completed";"Email";1022
10331;201;"2024-11-15";163.05;6;"Clothing";0.03;"Credit card";"Pending";"Paid_search";0
10332;4631;"2023-09-02";488.92;1;"Clothing";0.0;"";"Completed";"Social";1039
10333;2814;"2023-11-01";24.43;6;"Home & garden";0.17;"Paypal";"Completed";"Social";0
10337;4141;"2024-08-14";325.31;5;"";0.0;"Credit card";"Pending";"Email";0
10339;2911;"2024-04-20";289.28;2;"Clothing";0.0;"Credit card";"Cancelled";"Email";1021
10341;1011;"2023-10-09";304.49;7;"Clothing";0.13;"Paypal";"Refunded";"Paid_search";1022
10342;491;"2023-11-30";110.05;3;"Clothing";0.25;"Paypal";"Refunded";"Email";0
10343;4131;"2023-03-17";193.19;5;"Electronics";0.0;"Paypal";"Refunded";"";0
10345;1410;"2023-02-09";360.72;4;"Clothing";0.05;"Credit card";"Cancelled";"Organic";1021
10346;3449;"2023-01-21";375.57;6;"";0.22;"Credit card";"Completed";"Organic";0
10348;4795;"2024-09-24";487.15;10;"Electronics";0.0;"Debit";"Refunded";"Social";1013
10350;1584;"2023-09-06";144.72;10;"";0.08;"";"Completed";"Social";1027
10352;3939;"2023-05-28";470.39;5;"";0.14;"Paypal";"Cancelled";"";1011
10353;419;"2023-04-04";287.42;9;"Home & garden";0.0;"Credit card";"Completed";"Organic";0
10354;787;"2023-01-13";384.24;5;"Clothing";0.06;"Credit card";"Completed";"";1038
10359;1467;"2024-11-20";245.13;6;"Electronics";0.0;"Paypal";"Pending";"Organic";1040
10360;25;"2023-03-03";145.15;2;"Home & garden";0.18;"Credit card";"Completed";"Direct";0
10361;758;"2023-02-25";116.82;3;"Electronics";0.13;"Paypal";"Completed";"Direct";1027
10364;4701;"2024-02-13";96.64;7;"Clothing";0.29;"Paypal";"Completed";"Paid_search";1022
10365;4942;"2024-07-15";401.35;10;"Clothing";0.24;"Paypal";"Pending";"Email";0
10367;1431;"2024-09-08";314.25;7;"Electronics";0.1;"Credit card";"Completed";"Email";0
10368;2888;"2023-08-22";91.27;9;"Home & garden";0.0;"Credit card";"Pending";"";0
10369;1101;"2023-10-10";0.0;2;"Clothing";0.09;"Credit card";"Refunded";"Email";0
10373;2519;"2023-03-16";256.71;7;"Electronics";0.0;"Debit";"Pending";"";0
10374;2544;"2023-10-04";162.41;6;"Clothing";0.0;"Credit card";"Completed";"Direct";1017
10375;3482;"2023-04-27";83.93;3;"Home & garden";0.0;"Debit";"Pending";"Email";0
10377;998;"2023-06-03";356.76;1;"Electronics";0.13;"Paypal";"Completed";"";1036
10378;4885;"2024-05-24";359.54;6;"Electronics";0.05;"";"Cancelled";"";0
10379;619;"2024-09-08";32.72;2;"Clothing";0.22;"Credit card";"Completed";"Email";0
10380;727;"2024-05-18";189.4;4;"Electronics";0.0;"Credit card";"Refunded";"";0
10382;4627;"2023-10-12";297.8;5;"Electronics";0.28;"";"Pending";"Email";0
10383;3109;"2023-10-30";173.48;5;"Clothing";0.18;"Credit card";"Pending";"";0
10385;3129;"2023-11-02";0.0;3;"Clothing";0.24;"Credit card";"Pending";"";0
10386;4438;"2024-08-27";205.77;9;"Home & garden";0.0;"Paypal";"Completed";"Social";0
10387;3464;"2023-03-15";486.66;2;"Clothing";0.27;"Credit card";"Completed";"Social";0
10388;2414;"2024-07-30";161.34;6;"Clothing";0.04;"Credit card";"Refunded";"Paid_search";0
10389;3551;"2023-07-07";137.84;1;"Electronics";0.28;"Credit card";"Completed";"Direct";0
10392;4384;"2024-05-18";321.1;8;"";0.2;"Paypal";"Completed";"Email";1027
10393;2199;"2024-08-17";155.1;2;"Clothing";0.3;"Debit";"Cancelled";"Direct";0
10395;673;"2024-10-23";258.9;1;"Electronics";0.24;"Credit card";"Refunded";"Social";0
10398;3589;"2024-07-12";393.76;10;"Electronics";0.21;"";"Pending";"Organic";1005
10400;1561;"2024-04-07";446.68;6;"Home & garden";0.16;"Paypal";"Completed";"";1012
10402;1727;"2024-05-13";94.43;6;"";0.18;"Credit card";"Refunded";"Paid_search";1045
10405;2400;"2023-09-30";330.63;10;"Home & garden";0.18;"Debit";"Completed";"Email";1033
10407;2215;"2023-03-31";213.49;6;"";0.0;"Debit";"Refunded";"Direct";1010
10409;29;"2023-07-21";490.01;4;"";0.04;"Paypal";"Completed";"Organic";0
10410;4140;"2024-07-07";76.64;1;"Home & garden";0.27;"Credit card";"Completed";"Social";1002
10412;2943;"2023-05-18";465.08;8;"Electronics";0.19;"Credit card";"Cancelled";"Direct";0
10413;3273;"2023-05-21";294.85;4;"Electronics";0.27;"Credit card";"Completed";"";0
10418;3009;"2023-01-08";0.0;9;"";0.21;"Credit card";"Pending";"Direct";1003
10420;2309;"2023-12-03";78.28;4;"Clothing";0.0;"Paypal";"Refunded";"Organic";1019
10422;3950;"2024-08-20";0.0;10;"";0.0;"Paypal";"Pending";"Organic";0
10424;3426;"2024-08-25";264.49;9;"Home & garden";0.06;"Paypal";"Completed";"Social";0
10425;1378;"2024-06-05";475.04;2;"Electronics";0.05;"Paypal";"Completed";"Organic";0
10427;2096;"2023-06-09";51.76;10;"Electronics";0.04;"Paypal";"Refunded";"Email";0
10428;2181;"2023-07-06";359.2;7;"Clothing";0.03;"";"Refunded";"Organic";0
10429;12;"2023-01-04";0.0;8;"Clothing";0.01;"Credit card";"Completed";"Email";0
10430;516;"2023-06-30";315.34;1;"Electronics";0.09;"Credit card";"Completed";"Email";0
10431;3888;"2024-12-31";255.22;2;"";0.07;"Credit card";"Completed";"Organic";0
10434;3437;"2024-05-20";71.5;4;"";0.19;"Paypal";"Pending";"Organic";0
10435;613;"2023-09-15";140.05;6;"Home & garden";0.26;"Credit card";"Cancelled";"Email";1029
10436;1680;"2024-04-11";180.66;5;"";0.0;"";"Pending";"Email";1021
10440;4641;"2023-11-23";436.32;4;"Electronics";0.29;"Credit card";"Completed";"Direct";0
10444;1471;"2024-02-26";203.59;9;"Clothing";0.28;"Credit card";"Completed";"Direct";0
10445;1236;"2023-05-18";274.47;1;"";0.0;"Debit";"Refunded";"Social";0
10446;1290;"2024-11-15";189.77;8;"";0.0;"";"Completed";"Social";0
10450;2521;"2024-08-28";142.73;3;"Home & garden";0.24;"Debit";"Completed";"Email";0
10452;3492;"2023-04-07";187.2;7;"Electronics";0.0;"Debit";"Refunded";"Email";0
10453;178;"2023-07-17";280.15;1;"Clothing";0.09;"Credit card";"Completed";"Direct";1044
10454;1952;"2023-11-16";235.71;7;"Clothing";0.0;"Credit card";"Completed";"Social";0
10455;2808;"2023-03-11";300.05;4;"Electronics";0.0;"Paypal";"Completed";"Social";1015
10456;2291;"2023-10-27";334.03;10;"Electronics";0.0;"";"Pending";"Organic";1004
10458;2440;"2024-05-18";415.81;10;"Electronics";0.3;"";"Completed";"";0
10459;4651;"2024-01-24";67.58;5;"Electronics";0.19;"";"Pending";"Organic";1041
10460;2721;"2023-02-21";207.02;2;"Electronics";0.24;"Credit card";"Completed";"Social";0
10461;1037;"2024-09-05";197.39;1;"Electronics";0.26;"Paypal";"Completed";"Paid_search";0
10462;4706;"2024-12-09";251.47;2;"Electronics";0.07;"Credit card";"Completed";"Email";1006
10464;1797;"2023-01-21";417.3;1;"Clothing";0.0;"Debit";"Completed";"Email";1006
10465;3191;"2024-03-24";426.81;5;"Electronics";0.0;"Paypal";"Completed";"Social";0
10467;3677;"2024-06-12";337.05;2;"Electronics";0.0;"";"Pending";"Email";1021
10468;592;"2023-01-01";109.22;7;"";0.24;"Paypal";"Refunded";"Email";1023
10469;4684;"2023-05-18";248.38;5;"";0.0;"Credit card";"Completed";"Direct";1020
10471;791;"2023-04-28";397.61;9;"Clothing";0.0;"Paypal";"Completed";"Paid_search";0
10473;3131;"2024-06-02";119.01;1;"";0.0;"Debit";"Completed";"Social";0
10474;1116;"2024-06-20";453.5;5;"Home & garden";0.0;"Credit card";"Completed";"Social";0
10477;2985;"2024-11-12";35.33;3;"Clothing";0.25;"Credit card";"Refunded";"Email";1004
10478;849;"2023-05-14";409.12;2;"Clothing";0.02;"Credit card";"Refunded";"Email";0
10480;1111;"2024-11-19";59.97;4;"Clothing";0.14;"Paypal";"Cancelled";"Email";1029
10481;2388;"2023-05-30";58.36;3;"Clothing";0.08;"Credit card";"Completed";"Email";0
10482;1253;"2023-08-25";150.92;7;"Clothing";0.0;"Debit";"Cancelled";"Direct";1012
10483;3980;"2023-12-31";368.72;8;"Clothing";0.0;"Paypal";"Completed";"Direct";1029
10485;2382;"2024-08-19";439.31;8;"Clothing";0.29;"Paypal";"Cancelled";"Social";0
10488;4243;"2024-04-01";471.92;9;"Electronics";0.08;"Credit card";"Completed";"Email";0
10489;1203;"2024-03-30";208.87;9;"Home & garden";0.0;"Paypal";"Cancelled";"";0
10490;3362;"2023-10-27";137.83;4;"Home & garden";0.05;"Credit card";"Cancelled";"Email";1040
10491;3478;"2024-02-12";300.49;5;"Home & garden";0.08;"";"Completed";"Email";0
10495;3633;"2023-07-06";396.72;6;"Clothing";0.06;"Credit card";"Completed";"Organic";0
10498;2645;"2024-09-06";334.43;3;"Clothing";0.28;"Credit card";"Completed";"Social";0
10500;3233;"2023-01-19";24.93;8;"Clothing";0.1;"Paypal";"Completed";"";0
10501;420;"2024-09-03";132.57;6;"Clothing";0.21;"Credit card";"Completed";"Email";1011
10502;2422;"2023-07-25";439.89;10;"Electronics";0.01;"Credit card";"Completed";"Social";0
10505;4910;"2024-06-02";446.99;9;"Clothing";0.03;"Debit";"Pending";"Paid_search";1041
10506;4731;"2024-06-06";239.51;2;"Electronics";0.0;"Credit card";"Refunded";"Email";0
10507;4876;"2023-11-23";63.47;10;"Home & garden";0.0;"Credit card";"Completed";"";0
10508;1578;"2024-11-09";87.57;6;"Clothing";0.12;"Credit card";"Cancelled";"Direct";1017
10509;779;"2023-10-28";411.25;4;"Electronics";0.0;"Credit card";"Completed";"Organic";1009
10515;2295;"2024-06-05";319.52;6;"Clothing";0.0;"Debit";"Pending";"Organic";0
