session_id,customer_id,session_date,session_start_time,traffic_source,landing_page,pages_viewed,session_duration_seconds,device,browser,converted,conversion_value,campaign_id,is_bounce,is_bot
100027,,02/03/2024,06:06:46,email,/category/electronics,2.0,1614.0,desktop,Edge,0,0.0,1046.0,0,1.0
100028,743.0,2024-10-18,13:09:28,social,/sale,12.0,0.0,,Safari,0,0.0,,1,0.0
100029,1162.0,04-09-2023,05:19:12,email,/products,4.0,1171.0,desktop,Safari,0,0.0,1024.0,0,
100030,,28-10-2024,04:28:35,organic_search,,5.0,1057.0,desktop,Edge,0,0.0,,0,1.0
100031,4911.0,2023/05/30,10:41:15,paid_search,,14.0,1070.0,mobile,,0,0.0,,1,0.0
100032,1433.0,2024/08/22,02:50:44,paid_search,/category/electronics,5.0,1238.0,Desktop,Chrome,0,0.0,,1,0.0
100033,,12-24-2024,00:41:24,paid_search,/home,4.0,429.0,Desktop,Safari,0,0.0,,0,0.0
100034,,2023-03-29,18:24:32,email,/category/electronics,13.0,235.0,,Chrome,0,0.0,1039.0,0,0.0
100035,,2023/08/04,10:51:48,organic_search,/category/electronics,12.0,1515.0,tablet,Chrome,0,0.0,,1,
100036,7.0,2024-06-23,01:45:23,paid_search,/home,10.0,33.0,MOBILE,,1,144.73,,1,0.0
100037,2857.0,04-14-2023,15:02:17,referral,/category/electronics,8.0,546.0,,,0,0.0,,0,1.0
100038,1208.0,08/30/2023,06:13:05,social,/products,12.0,1032.0,tablet,chrome,0,0.0,,1,0.0
100039,1730.0,2023/10/25,10:14:52,referral,,7.0,1119.0,desktop,,0,0.0,,0,0.0
100040,1980.0,12-22-2024,15:49:52,social,/products,9.0,1559.0,MOBILE,,0,0.0,,1,0.0
100041,,03-04-2024,09:47:58,paid_search,/products,3.0,1368.0,Desktop,chrome,0,0.0,,1,
100042,,12-14-2024,11:36:13,email,/sale,12.0,1095.0,Desktop,Safari,0,0.0,1006.0,0,0.0
100043,1817.0,10/25/2023,,social,/products,8.0,-100.0,Desktop,,0,0.0,,0,0.0
100044,,2023-11-02,00:30:10,paid_search,/category/electronics,13.0,313.0,desktop,Edge,0,0.0,,1,0.0
100045,4699.0,10-07-2023,05:05:51,paid_search,/products,2.0,676.0,,chrome,0,0.0,,1,0.0
100046,4522.0,01-06-2023,,paid_search,/products,5.0,357.0,mobile,Edge,0,0.0,,0,
100047,,2023/12/31,16:08:42,paid_search,/products,4.0,1773.0,desktop,Edge,0,0.0,,0,0.0
100048,64.0,2024/08/03,03:43:42,organic_search,,15.0,429.0,mobile,,0,0.0,,0,
100049,4150.0,04-25-2023,00:31:26,paid_search,/sale,15.0,982.0,Desktop,Edge,0,0.0,,0,
100050,,05-12-2023,10:54:51,email,,1.0,653.0,desktop,Safari,0,0.0,1015.0,1,0.0
100051,4346.0,2024-09-20,10:21:29,direct,/sale,4.0,-100.0,mobile,Firefox,0,0.0,,0,0.0
100052,536.0,05/26/2023,18:10:21,email,/home,14.0,775.0,MOBILE,Chrome,0,0.0,,0,0.0
100053,2830.0,04-18-2023,12:17:33,email,/home,10.0,1319.0,MOBILE,Chrome,0,0.0,1026.0,1,1.0
100054,1569.0,05/09/2024,23:04:17,organic_search,/sale,6.0,1304.0,mobile,Edge,0,0.0,,0,0.0
100055,,01-05-2023,15:38:38,social,/category/electronics,12.0,52.0,Desktop,chrome,0,0.0,,1,0.0
100056,,12-05-2023,15:30:55,organic_search,/sale,3.0,174.0,MOBILE,Chrome,0,0.0,,0,0.0
100057,2926.0,09-23-2024,23:03:19,organic_search,,6.0,176.0,MOBILE,,0,0.0,,0,0.0
100058,1037.0,06-17-2024,09:05:46,paid_search,/home,7.0,1065.0,tablet,Safari,0,0.0,,0,
100059,11.0,2023/08/03,19:12:25,ORGANIC_SEARCH,,9.0,739.0,MOBILE,,0,0.0,,1,0.0
100060,3474.0,2023-12-21,15:26:59,referral,/products,6.0,431.0,MOBILE,Chrome,0,0.0,,0,0.0
100061,1779.0,03-29-2023,19:14:03,referral,/category/electronics,5.0,358.0,tablet,Chrome,0,0.0,,0,0.0
100062,4550.0,06/20/2023,07:46:08,paid_search,/sale,13.0,919.0,mobile,,0,0.0,,0,0.0
100063,54.0,2023/02/04,19:23:55,organic_search,/home,4.0,1430.0,Desktop,Safari,0,0.0,,1,0.0
100064,2111.0,2024-04-25,06:59:59,social,/category/electronics,1.0,1235.0,Desktop,Chrome,0,0.0,,0,0.0
100065,2677.0,2024/07/28,06:06:44,email,/category/electronics,9.0,1272.0,Desktop,Safari,0,0.0,1018.0,0,0.0
100066,2488.0,07/28/2024,14:56:23,PAID_SEARCH,/category/electronics,11.0,325.0,,Safari,0,0.0,,0,
100067,3643.0,09/13/2024,14:01:16,ORGANIC_SEARCH,/products,14.0,499.0,Desktop,,0,0.0,,1,
100068,,07/02/2024,10:54:51,referral,,13.0,903.0,mobile,,0,0.0,,0,1.0
100069,,01-19-2023,17:36:25,email,/products,13.0,1273.0,Desktop,,0,0.0,1013.0,0,0.0
100070,3140.0,2024-02-23,13:03:25,paid_search,/sale,8.0,1745.0,desktop,,0,0.0,,0,0.0
100071,1562.0,20-01-2024,,social,/home,10.0,768.0,desktop,Edge,0,0.0,,1,0.0
100072,3882.0,2024/11/28,05:28:19,paid_search,/products,2.0,1612.0,tablet,Edge,0,0.0,,0,
100073,4717.0,05/23/2023,07:27:36,email,,15.0,509.0,mobile,chrome,0,0.0,1003.0,1,0.0
100074,4000.0,02/08/2024,23:44:06,REFERRAL,/products,15.0,267.0,tablet,chrome,0,0.0,,0,0.0
100075,2559.0,2023-01-20,01:50:11,paid_search,,10.0,489.0,,Edge,0,0.0,,0,
100076,,03-02-2023,07:12:00,paid_search,/products,11.0,,desktop,Safari,0,0.0,,0,0.0
100077,3293.0,2024/08/09,22:46:32,organic_search,,1.0,1093.0,,Firefox,0,0.0,,0,0.0
100078,1260.0,30-05-2023,17:35:37,paid_search,/home,10.0,1645.0,Desktop,Safari,0,0.0,,0,1.0
100079,,06-28-2024,16:39:19,organic_search,,1.0,293.0,tablet,Edge,0,0.0,,1,
100080,,24-07-2024,17:59:47,EMAIL,/products,9.0,378.0,,chrome,1,105.47,,0,0.0
100081,1582.0,01-01-2024,11:11:48,email,/products,7.0,744.0,tablet,Chrome,0,0.0,,0,0.0
100082,4275.0,2024-12-28,09:32:22,direct,,6.0,1504.0,desktop,chrome,0,0.0,,0,0.0
100083,,11/10/2023,19:14:57,organic_search,,15.0,1377.0,MOBILE,Firefox,0,0.0,,0,0.0
100084,1255.0,2024-04-23,21:15:53,email,/sale,10.0,1768.0,,Safari,0,0.0,,0,0.0
100085,3357.0,2024/04/22,,paid_search,/sale,13.0,531.0,desktop,Safari,0,0.0,,0,0.0
100086,,2024-01-24,04:32:13,social,/products,14.0,570.0,desktop,Chrome,0,0.0,,0,0.0
100087,2112.0,06-21-2024,14:58:08,email,/home,13.0,1273.0,desktop,Safari,0,0.0,,0,0.0
100088,634.0,2023/04/01,07:40:55,paid_search,/products,9.0,170.0,mobile,Safari,0,0.0,,1,
100089,4389.0,2023-06-28,01:47:33,email,/home,14.0,1002.0,Desktop,chrome,1,461.04,1039.0,0,0.0
100090,3621.0,06-15-2023,10:22:50,email,/category/electronics,13.0,758.0,desktop,Chrome,0,0.0,1039.0,1,0.0
100091,4149.0,04/06/2023,15:12:07,email,/sale,3.0,1665.0,MOBILE,Chrome,0,0.0,1025.0,0,
100092,,26-05-2023,12:45:46,direct,/home,11.0,1648.0,desktop,Edge,0,0.0,,0,
100093,1604.0,24-12-2024,01:28:08,email,/products,15.0,355.0,,Firefox,0,0.0,,0,1.0
100094,2357.0,2023/10/15,23:18:58,email,/products,3.0,1263.0,tablet,Firefox,0,0.0,,0,0.0
100095,1206.0,04-24-2023,12:35:16,organic_search,/sale,13.0,683.0,Desktop,Edge,0,0.0,,0,
100096,2246.0,11-09-2023,04:02:37,direct,/home,13.0,552.0,,,0,0.0,,1,1.0
100097,3983.0,2023/02/28,00:27:58,organic_search,/home,3.0,1304.0,desktop,Safari,0,0.0,,1,
100098,102.0,2024/01/27,,organic_search,/home,9.0,451.0,MOBILE,Chrome,0,0.0,,1,
100099,2129.0,03/09/2024,02:10:07,email,/products,6.0,121.0,,,0,0.0,,1,0.0
100100,,2024/12/18,19:54:06,organic_search,/home,5.0,0.0,Desktop,Firefox,0,0.0,,0,0.0
100101,2846.0,2024-11-08,,paid_search,,13.0,352.0,desktop,Chrome,1,379.86,,0,
100102,,13-06-2024,07:50:40,paid_search,/home,7.0,1118.0,mobile,Safari,0,0.0,,1,0.0
100103,2313.0,04/26/2023,05:58:23,organic_search,/home,8.0,1385.0,tablet,,0,0.0,,0,0.0
100104,,20-08-2023,06:33:48,organic_search,/home,-1.0,38.0,mobile,,0,0.0,,0,1.0
100105,,02/11/2023,06:35:49,email,/sale,4.0,983.0,desktop,Firefox,0,0.0,1026.0,1,0.0
100106,,14-06-2023,,organic_search,,12.0,75.0,MOBILE,chrome,0,0.0,,0,1.0
100107,318.0,07/14/2023,14:29:47,email,/home,0.0,517.0,desktop,Safari,0,0.0,1009.0,0,0.0
100108,4919.0,2024-07-06,22:02:38,social,/home,10.0,1460.0,Desktop,,0,0.0,,1,0.0
100109,3500.0,01-27-2024,14:27:33,referral,,5.0,1004.0,,Chrome,0,0.0,,1,0.0
100110,4337.0,06/07/2023,13:07:01,referral,/category/electronics,4.0,1444.0,,,0,0.0,,0,0.0
100111,3450.0,2024-12-12,00:31:04,direct,,6.0,0.0,desktop,Safari,0,0.0,,1,0.0
100112,,02/18/2023,10:50:19,paid_search,/home,5.0,456.0,MOBILE,Safari,0,0.0,,0,1.0
100113,1614.0,12/28/2023,17:38:17,social,/home,1.0,236.0,,chrome,0,0.0,,0,0.0
100114,,11/04/2023,12:07:12,organic_search,,3.0,544.0,Desktop,,0,0.0,,0,0.0
100115,2784.0,2023/03/28,11:55:31,paid_search,/products,4.0,409.0,mobile,,0,0.0,,0,0.0
100116,669.0,04/24/2023,15:58:36,paid_search,/category/electronics,9.0,1131.0,,chrome,0,0.0,,0,1.0
100117,3722.0,10-05-2024,18:45:56,PAID_SEARCH,/sale,6.0,1445.0,MOBILE,Chrome,0,0.0,,1,0.0
100118,1784.0,25-11-2024,13:18:18,social,/home,14.0,472.0,desktop,chrome,0,0.0,,0,1.0
100119,,04-19-2023,12:51:39,organic_search,/sale,6.0,342.0,,Firefox,0,0.0,,1,1.0
100120,4421.0,01/28/2023,09:23:09,organic_search,,10.0,567.0,MOBILE,Firefox,0,0.0,,0,1.0
100121,4776.0,01-07-2024,11:13:09,referral,/category/electronics,4.0,1492.0,mobile,Safari,1,175.93,,1,0.0
100122,,2024/10/29,,email,/home,8.0,385.0,desktop,,0,0.0,,1,1.0
100123,,01/19/2023,18:23:39,paid_search,/home,13.0,0.0,desktop,Edge,0,0.0,,1,
100124,2692.0,2024/10/16,04:59:14,direct,,8.0,201.0,mobile,Edge,0,0.0,,1,0.0
100125,3314.0,10-15-2024,20:38:00,paid_search,/products,9.0,124.0,,,0,0.0,,0,0.0
100126,,2023-09-24,13:32:23,paid_search,,7.0,303.0,tablet,Chrome,0,0.0,,0,0.0
100127,,2023-10-14,12:37:43,organic_search,/category/electronics,8.0,680.0,MOBILE,Chrome,0,0.0,,0,0.0
100128,3821.0,04/19/2023,09:47:26,organic_search,,8.0,1314.0,MOBILE,,0,0.0,,0,0.0
100129,3504.0,07/07/2023,06:47:58,direct,/category/electronics,10.0,594.0,Desktop,Edge,0,0.0,,0,0.0
100130,,2023/06/19,07:45:52,paid_search,/products,8.0,233.0,tablet,Safari,0,0.0,,0,1.0
100131,1376.0,08-05-2023,03:46:39,paid_search,,7.0,841.0,,Safari,0,0.0,,0,1.0
100132,1758.0,2023-11-06,18:39:42,email,/category/electronics,4.0,1578.0,tablet,Safari,0,0.0,1006.0,0,0.0
100133,576.0,07-31-2023,08:05:42,email,/home,6.0,1733.0,,Edge,0,0.0,,1,
100134,,23-01-2024,08:51:45,referral,/home,1.0,227.0,tablet,Edge,0,0.0,,0,0.0
100135,,11/08/2023,01:29:47,organic_search,/category/electronics,8.0,1354.0,,Edge,0,0.0,,0,0.0
100136,,2023-12-31,21:48:47,paid_search,/home,15.0,1350.0,tablet,Edge,0,0.0,,1,0.0
100137,,10-25-2024,,email,/category/electronics,1.0,1116.0,MOBILE,Chrome,0,0.0,1026.0,0,0.0
100138,1898.0,18-02-2024,13:50:36,social,/home,9.0,1796.0,Desktop,chrome,0,0.0,,0,0.0
100139,3631.0,03/08/2023,23:56:56,referral,,4.0,40.0,tablet,Firefox,0,0.0,,0,0.0
100140,,06-08-2024,15:58:41,paid_search,/home,5.0,1010.0,,Safari,0,0.0,,1,0.0
100141,4893.0,2023-03-17,02:05:10,email,/sale,7.0,1247.0,Desktop,Chrome,0,0.0,,0,0.0
100142,4918.0,22-06-2023,20:24:47,paid_search,/category/electronics,14.0,654.0,MOBILE,Safari,0,0.0,,0,0.0
100143,3045.0,2024-09-10,01:44:30,social,/products,1.0,1404.0,mobile,Chrome,0,0.0,,0,0.0
100144,3065.0,2023-08-27,08:06:46,ORGANIC_SEARCH,/category/electronics,1.0,1112.0,Desktop,Firefox,0,0.0,,0,0.0
100145,80.0,05/13/2024,06:15:11,direct,/sale,4.0,590.0,tablet,,0,0.0,,1,1.0
100146,,2024-04-20,06:39:59,paid_search,/category/electronics,6.0,279.0,MOBILE,,0,0.0,,1,0.0
100147,3682.0,2024-02-06,18:26:05,direct,/products,1.0,1444.0,tablet,Chrome,0,0.0,,1,1.0
100148,,27-01-2023,19:01:03,paid_search,/home,6.0,570.0,mobile,Safari,0,0.0,,0,
100149,,04-15-2023,19:08:32,EMAIL,/home,7.0,812.0,MOBILE,chrome,0,0.0,,1,0.0
100150,3231.0,05/15/2024,06:46:31,ORGANIC_SEARCH,/sale,7.0,,Desktop,,0,0.0,,1,0.0
100151,1904.0,02-12-2024,,organic_search,,-1.0,518.0,MOBILE,Chrome,0,0.0,,0,
100152,4973.0,04-29-2023,12:51:47,direct,/home,4.0,405.0,MOBILE,chrome,0,0.0,,1,
100153,,12/15/2023,01:24:14,social,/products,2.0,1090.0,Desktop,,0,0.0,,0,0.0
100154,153.0,01-02-2023,08:18:07,social,/sale,11.0,1576.0,,Firefox,0,0.0,,0,0.0
100155,1921.0,2023/04/25,03:53:51,organic_search,/sale,11.0,505.0,tablet,Safari,0,0.0,,0,0.0
100156,,08-11-2023,21:06:54,email,/home,11.0,622.0,tablet,Chrome,1,398.22,1039.0,0,0.0
100157,,01-12-2024,06:14:33,social,,15.0,1759.0,,Edge,0,0.0,,1,0.0
100158,,02-27-2024,21:35:46,paid_search,/sale,2.0,45.0,Desktop,Edge,0,0.0,,0,
100159,,2024-01-25,23:26:06,organic_search,/category/electronics,10.0,806.0,desktop,Safari,0,0.0,,1,0.0
100160,403.0,10-01-2024,08:57:21,paid_search,,4.0,318.0,tablet,chrome,0,0.0,,0,
100161,52.0,15-07-2023,22:57:27,email,/category/electronics,0.0,689.0,mobile,chrome,0,0.0,,1,0.0
100162,,2023/04/12,13:08:11,organic_search,/home,13.0,1161.0,desktop,Chrome,0,0.0,,1,0.0
100163,1925.0,2023/10/05,23:53:43,paid_search,/sale,7.0,1675.0,desktop,Chrome,1,458.11,,0,0.0
100164,292.0,12/29/2023,09:45:48,email,,7.0,1277.0,tablet,Firefox,0,0.0,,0,0.0
100165,,08-14-2024,,referral,,12.0,848.0,Desktop,Edge,0,0.0,,1,0.0
100166,387.0,2024-03-17,04:34:52,organic_search,/products,9.0,40.0,tablet,Chrome,0,0.0,,0,0.0
100167,,27-02-2023,,email,/products,12.0,62.0,,chrome,0,0.0,,1,1.0
100168,4067.0,2023-01-03,05:44:15,organic_search,/home,10.0,646.0,mobile,Edge,0,0.0,,0,1.0
100169,4169.0,2023/04/06,07:52:35,social,/home,10.0,1407.0,mobile,Firefox,0,0.0,,0,0.0
100170,211.0,08-20-2024,,organic_search,/products,8.0,576.0,Desktop,Firefox,0,0.0,,0,1.0
100171,3926.0,22-09-2023,,paid_search,/sale,2.0,129.0,Desktop,Chrome,0,0.0,,0,0.0
100172,42.0,2023-01-05,16:31:55,email,/products,2.0,,MOBILE,Edge,0,0.0,1040.0,0,0.0
100173,,2023-02-26,21:41:33,email,/sale,4.0,916.0,Desktop,Firefox,0,0.0,1000.0,0,0.0
100174,3824.0,08-22-2023,15:28:20,organic_search,/category/electronics,1.0,1583.0,,,0,0.0,,0,0.0
100175,,03-19-2024,19:44:45,direct,/products,8.0,1642.0,desktop,Chrome,0,0.0,,0,0.0
100176,39.0,07-30-2024,,direct,/products,5.0,900.0,MOBILE,chrome,0,0.0,,0,0.0
100177,2733.0,09/20/2023,19:03:29,email,/products,6.0,314.0,tablet,Edge,0,0.0,,1,0.0
100178,2407.0,11/23/2024,11:42:36,paid_search,,11.0,1630.0,,Edge,0,0.0,,0,0.0
100179,1645.0,2024/10/06,17:11:37,direct,/products,5.0,1449.0,MOBILE,Firefox,0,0.0,,0,0.0
100180,,04/29/2024,07:55:46,organic_search,/home,2.0,1451.0,,chrome,0,0.0,,1,1.0
100181,,09-24-2024,,direct,/products,8.0,1213.0,mobile,Chrome,0,0.0,,0,0.0
100182,261.0,08/06/2024,12:50:00,email,/category/electronics,1.0,882.0,,,0,0.0,1028.0,1,0.0
100183,1373.0,07-31-2023,06:51:40,referral,/home,10.0,88.0,tablet,Safari,0,0.0,,0,0.0
100184,2059.0,2024/06/09,,SOCIAL,/category/electronics,3.0,697.0,mobile,Safari,0,0.0,,1,1.0
100185,,01/17/2024,16:28:18,referral,,9.0,1381.0,Desktop,Safari,0,0.0,,0,
100186,,12/09/2024,04:12:30,social,/home,1.0,173.0,Desktop,,0,0.0,,0,0.0
100187,4203.0,04-30-2023,04:56:05,organic_search,,13.0,217.0,desktop,,0,0.0,,1,0.0
100188,3434.0,08/25/2023,07:16:39,REFERRAL,/sale,15.0,1572.0,MOBILE,Safari,0,0.0,,0,0.0
100189,,2023-08-20,09:35:15,organic_search,/sale,5.0,757.0,Desktop,,0,0.0,,1,1.0
100190,2188.0,20-12-2023,01:53:41,organic_search,/sale,9.0,658.0,desktop,chrome,0,0.0,,1,0.0
100191,,10-05-2023,20:45:18,social,/category/electronics,4.0,1395.0,,Firefox,0,0.0,,1,
100192,3972.0,2023/12/25,17:21:18,social,/products,10.0,916.0,,Firefox,0,0.0,,0,
100193,1118.0,15-06-2024,17:43:31,referral,/home,15.0,88.0,desktop,chrome,0,0.0,,0,0.0
100194,600.0,2023-06-28,00:40:56,organic_search,/sale,11.0,902.0,tablet,Edge,0,0.0,,0,0.0
100195,953.0,2023/10/09,15:44:54,social,/products,1.0,943.0,tablet,chrome,0,0.0,,1,0.0
100196,3467.0,01/16/2023,18:05:12,social,/home,13.0,1144.0,tablet,chrome,0,0.0,,1,0.0
100197,,05-10-2023,21:03:56,email,/home,4.0,762.0,Desktop,Chrome,0,0.0,1023.0,0,
100198,,01/20/2024,03:22:30,organic_search,/home,5.0,296.0,desktop,Chrome,0,0.0,,1,0.0
100199,1043.0,02/17/2023,04:27:30,organic_search,,9.0,769.0,desktop,Firefox,0,0.0,,0,1.0
100200,3970.0,06-28-2023,,organic_search,,2.0,994.0,MOBILE,,0,0.0,,0,1.0
100201,3442.0,03-09-2023,06:02:31,referral,,6.0,119.0,MOBILE,Chrome,0,0.0,,0,1.0
100202,1363.0,02-17-2024,17:43:53,paid_search,/category/electronics,9.0,809.0,MOBILE,,0,0.0,,1,
100203,2572.0,2023-04-11,15:36:58,social,,15.0,525.0,,chrome,0,0.0,,0,0.0
100204,4560.0,2024/04/20,02:35:24,referral,/products,8.0,,,Firefox,0,0.0,,1,1.0
100205,,2024/03/16,16:16:36,organic_search,/products,10.0,254.0,Desktop,chrome,0,0.0,,0,1.0
100206,749.0,01-02-2024,12:57:32,direct,/sale,11.0,1783.0,desktop,Firefox,0,0.0,,1,1.0
100207,,02-04-2023,16:41:58,organic_search,/category/electronics,4.0,1751.0,,Chrome,0,0.0,,0,
100208,4520.0,2023-10-07,10:52:22,direct,/sale,4.0,1443.0,Desktop,chrome,0,0.0,,1,0.0
100209,,2023/07/09,16:54:14,email,/sale,11.0,719.0,tablet,Safari,0,0.0,,0,0.0
100210,2159.0,10-07-2024,08:02:37,referral,/home,8.0,1175.0,mobile,Edge,0,0.0,,0,
100211,4360.0,10-03-2024,18:11:45,organic_search,/category/electronics,8.0,1688.0,MOBILE,Firefox,0,0.0,,0,0.0
100212,4948.0,2024-10-17,07:34:52,organic_search,/sale,10.0,1731.0,desktop,,0,0.0,,1,
100213,4121.0,05/05/2024,05:24:56,social,/category/electronics,10.0,0.0,mobile,Safari,0,0.0,,1,
100214,,2024/05/26,10:27:00,organic_search,/category/electronics,3.0,1487.0,,Safari,0,0.0,,0,0.0
100215,2151.0,11-09-2024,03:25:14,paid_search,/products,9.0,640.0,,Edge,1,413.89,,0,1.0
100216,3640.0,20-09-2023,00:35:04,organic_search,/home,1.0,1766.0,tablet,,0,0.0,,1,0.0
100217,1336.0,11/09/2023,,social,/home,3.0,469.0,tablet,Chrome,0,0.0,,0,0.0
100218,181.0,29-10-2023,08:30:24,organic_search,/sale,10.0,1380.0,desktop,,0,0.0,,0,
100219,1224.0,10-05-2023,17:43:06,email,,15.0,1628.0,desktop,Firefox,0,0.0,,0,
100220,,22-10-2024,08:17:56,organic_search,/products,12.0,830.0,MOBILE,Firefox,0,0.0,,0,
100221,3857.0,04/10/2024,15:46:43,paid_search,/category/electronics,10.0,1767.0,Desktop,Safari,0,0.0,,0,0.0
100222,2905.0,2024-12-06,14:47:56,email,,8.0,198.0,mobile,Chrome,0,0.0,,1,1.0
100223,3296.0,12/27/2023,03:57:45,organic_search,/sale,0.0,647.0,tablet,Chrome,0,0.0,,1,0.0
100224,4026.0,11/20/2023,10:36:28,organic_search,/products,6.0,1377.0,mobile,Firefox,0,0.0,,1,1.0
100225,,2024/07/02,14:14:48,email,/products,9.0,,desktop,Chrome,0,0.0,,1,1.0
100226,,09/16/2024,19:30:00,paid_search,/products,14.0,136.0,mobile,Edge,0,0.0,,0,1.0
100227,4792.0,2024/02/19,19:31:45,direct,/home,11.0,1450.0,,chrome,0,0.0,,0,0.0
100228,,2024-07-02,09:13:49,email,/products,13.0,1030.0,MOBILE,Chrome,0,0.0,1032.0,0,1.0
100229,,05-09-2023,02:29:21,paid_search,/category/electronics,2.0,129.0,MOBILE,Edge,0,0.0,,0,0.0
100230,,2023-07-18,04:17:15,social,/home,7.0,1548.0,desktop,,0,0.0,,0,0.0
100231,4637.0,2024/02/26,10:00:11,organic_search,/products,6.0,652.0,Desktop,Edge,0,0.0,,1,0.0
100232,2741.0,2023-02-11,09:25:58,social,/category/electronics,6.0,1494.0,,Edge,0,0.0,,0,1.0
100233,3623.0,28-03-2023,02:20:51,organic_search,/sale,8.0,1793.0,,Firefox,0,0.0,,0,0.0
100234,4932.0,2024/10/22,03:16:15,paid_search,/sale,15.0,,tablet,,1,315.64,,0,1.0
100235,232.0,2024/10/11,15:29:05,email,/category/electronics,2.0,1064.0,Desktop,Safari,0,0.0,1029.0,0,1.0
100236,,03/23/2023,11:24:13,social,,12.0,1549.0,Desktop,Edge,0,0.0,,1,0.0
100237,189.0,2024/02/13,,social,/products,11.0,1007.0,,Firefox,0,0.0,,0,0.0
100238,732.0,01/06/2023,16:18:00,email,/home,4.0,1175.0,,Safari,0,0.0,1046.0,1,0.0
100239,3756.0,09-25-2023,03:37:53,organic_search,/products,3.0,245.0,mobile,chrome,0,0.0,,1,1.0
100240,,2023/03/04,05:39:32,referral,/sale,4.0,1407.0,desktop,Firefox,0,0.0,,1,0.0
100241,,13-12-2024,10:40:24,organic_search,/home,4.0,1613.0,,chrome,0,0.0,,1,1.0
100242,3589.0,12/07/2024,05:50:45,paid_search,/sale,13.0,,desktop,Edge,0,0.0,,0,0.0
100243,,04-01-2023,21:55:39,direct,,5.0,1432.0,Desktop,Firefox,0,0.0,,0,0.0
100244,595.0,2024/12/16,22:32:54,social,/sale,9.0,1530.0,mobile,chrome,0,0.0,,1,0.0
100245,3982.0,2024/10/01,09:32:16,paid_search,/category/electronics,5.0,1052.0,Desktop,,0,0.0,,1,0.0
100246,2464.0,2023-07-20,05:36:49,SOCIAL,/sale,9.0,168.0,MOBILE,Firefox,0,0.0,,0,1.0
100247,,2024-09-18,,direct,/sale,4.0,46.0,MOBILE,chrome,0,0.0,,0,
100248,2442.0,08-15-2023,03:51:38,paid_search,/category/electronics,3.0,1198.0,,chrome,0,0.0,,1,0.0
